input_feature,output_feature
1.7688678212498905,6.600225654963181
0.015822558631152894,1.3082782696931903
0.4614233077581549,3.011698470375622
-0.044893837086816824,2.730747944646709
-1.828542073211733,0.9163105119629155
1.334712691569032,4.165916320024956
-1.3153658253548652,-1.691539538168195
-2.854104201411277,2.1944635535111843
0.8728337754430067,3.001185023826893
-1.9373359235577063,0.6915161348310397
2.642751506117486,9.767230571592242
2.7235714620155242,7.002350838407581
2.489186341322691,7.1471661755394305
-0.7790477984673334,1.6551505149671573
-2.9072603008267954,4.7600942166210745
2.5699113755263525,6.436271463376787
-0.43089511009611403,2.825103940011217
2.7999289142620176,8.729962937741846
2.7817198625355175,7.669193908299876
2.1180567328041606,6.823242368755949
-1.2333066475824859,1.7262756914765591
-0.6894136283884484,0.9480150699566198
2.106820029101142,6.3959674316020285
-1.098467969062334,1.11953437360387
-1.983043519883445,2.096704626243665
0.3408075747501007,3.06101315077467
2.616928644964686,9.62710322752839
1.1761787800498382,2.630061542542752
0.4203670205361898,4.641754611169693
-2.4169410373753886,0.5517731521767193
0.6900433601950184,2.776338184634051
2.94032310062558,9.85139027514637
-2.1594959085808556,2.4532072487429044
0.1099779141824202,1.4933259651657844
2.2642384315677324,6.6195040187046095
1.4446117065252269,3.9950622631812585
1.1820944459716074,3.2914033286258566
1.2149045039226554,4.802503077769456
-0.843053092681469,1.8693316518234733
-1.2384489344130398,0.835519351900703
1.8561669328710817,6.4784446496463515
1.8606803680750845,5.899045605021709
2.2024339114806217,7.440653597539497
2.479443315338828,8.182891734251639
0.06805439316562678,1.2413750824581256
0.009097768123197625,1.4489581126186397
1.789771073800651,6.13870492723068
0.8997835846665909,3.9149590997177857
1.2118012635462199,3.9251308207481794
1.7747560166166068,5.466962859183811
2.340032050905398,8.355571946326084
-0.9720290588907852,0.9088197979374376
-0.7465022841603357,2.0792279271380014
-2.436108360954786,2.329010959768227
0.46968084597704385,2.3622996912886793
-2.7843463572195475,4.190722813248525
-0.20641189120523906,2.6403073921982525
0.25586780824545974,3.102111611894266
-1.2807524872302936,2.844889786697327
0.5449995634140645,2.714515667107584
-2.8169985003657034,3.8326947464605716
-2.7759108675047135,2.766662948067216
1.9356033639579495,6.133049907729056
-0.8388561515324229,1.3828406155817863
-2.237636924088691,2.3628685429265768
0.13345956032882622,2.7375223128873216
1.619961318591665,4.113877972224816
-1.705073835018941,3.8409518320996185
0.7373428549140018,2.003162716260665
-2.487915210037392,1.392757223342576
-2.689909672988354,4.086008224929871
0.1881277894088882,2.997486515945761
0.24381072966063932,2.897652382661621
0.8245794089892393,3.792890519118041
1.3565480023359697,4.26441247080991
2.855112476775208,8.033691732808107
0.09780208980717209,2.178389272386224
-1.0622611623525242,0.824776514656632
1.7711171686122222,6.31466491450646
-1.3750064924275547,1.4232575531792704
-0.36617147576618336,0.8753721022736973
-2.529261711946404,2.3479348501596298
-2.847895539507255,3.6202904167410286
2.7758904880675503,8.064949936135527
2.015880723073235,5.225547872335938
1.1758452365621874,4.110838458227093
-0.5462823335143807,1.8478964315493007
-1.9602340795749253,1.4540815684174222
-2.061377743973484,1.5922230520827987
-1.498542611012428,1.856322304855181
0.29535998823672305,0.8908944080649974
1.2875755362003742,2.7090371425346595
0.9611842603063874,2.70467763018432
-1.320396618324343,1.3378798448049902
2.729191683979165,8.764342873527685
1.4273815001746115,5.921446690644526
0.32612431506840434,3.2369624727098416
0.6703244774061137,2.735053399947576
-0.48239962543326076,1.6149388659731256
-1.5136140629930552,0.6293703382143083
